,checking_status_'<0'_tanh,other_parties_none_tanh,property_magnitude_car_tanh,existing_credits_tanh,property_magnitude_car_sigmoid,housing_own_sigmoid,checking_status_'<0'_sigmoid,duration_sigmoid,credit_history_kterm_ln,residence_since_ln,other_payment_plans_kterm_ln,own_telephone_kterm_ln,age_ln,(age+employment_kterm),(personal_status_kterm+housing_own),(checking_status_kterm+housing_kterm),(checking_status_kterm+savings_status_'<100'),(employment_'>=7'+foreign_worker_yes),(duration+job_skilled),(existing_credits+savings_status_kterm),(credit_amount+personal_status_kterm),(other_payment_plans_kterm+credit_history_'existing paid'),(credit_amount+residence_since),(savings_status_kterm+own_telephone_yes),(savings_status_kterm+own_telephone_kterm),(personal_status_kterm+credit_history_'existing paid'),(checking_status_kterm+credit_history_kterm),(own_telephone_kterm+other_payment_plans_none),(installment_commitment+housing_kterm),(credit_history_kterm+checking_status_'no checking'),(installment_commitment+checking_status_'<0'),(credit_history_'critical/other existing credit'+foreign_worker_yes),(foreign_worker_kterm+other_payment_plans_none),(age+other_parties_none),(credit_amount+other_parties_kterm),(duration+num_dependents),(housing_kterm+property_magnitude_'real estate'),(existing_credits+foreign_worker_yes),(savings_status_kterm*checking_status_'no checking'),(installment_commitment*other_parties_none),(own_telephone_kterm*employment_'>=7'),(own_telephone_kterm*foreign_worker_kterm),(other_payment_plans_none*own_telephone_yes),(savings_status_'<100'*job_skilled),(other_parties_kterm*foreign_worker_kterm),(credit_history_kterm*savings_status_'<100'),(own_telephone_kterm*housing_own),(residence_since*job_skilled),(credit_amount*other_parties_none),(existing_credits*checking_status_'no checking'),(duration*credit_amount),(installment_commitment*personal_status_'male single'),(credit_history_kterm*employment_kterm),(residence_since*housing_own),(checking_status_kterm*employment_kterm),(installment_commitment*employment_kterm),(employment_kterm*property_magnitude_car),(credit_history_'existing paid'*savings_status_'<100'),(own_telephone_kterm*personal_status_'male single'),(installment_commitment*savings_status_'<100'),(foreign_worker_kterm*property_magnitude_'real estate'),(checking_status_'<0'*other_parties_none),(age*credit_history_kterm),checking_status_kterm_mmnorm,job_kterm_mmnorm,other_payment_plans_kterm_mmnorm,foreign_worker_kterm_mmnorm,credit_history_kterm_mmnorm,(age-other_payment_plans_none),(other_payment_plans_kterm-own_telephone_kterm),(installment_commitment-num_dependents),(job_kterm-purpose),(credit_amount-other_payment_plans_kterm),(age-employment_kterm),(existing_credits-checking_status_'<0'),(other_payment_plans_none-purpose),(credit_history_kterm-job_skilled),(installment_commitment-purpose),(checking_status_kterm-other_parties_kterm),(credit_history_'existing paid'-personal_status_'male single'),(residence_since-foreign_worker_kterm),(purpose_kterm-other_parties_kterm),(purpose_kterm-checking_status_'<0'),(credit_history_'critical/other existing credit'-job_skilled),(housing_kterm-own_telephone_yes),(credit_history_'critical/other existing credit'-personal_status_'male single'),(credit_history_kterm-own_telephone_yes),(checking_status_kterm-savings_status_'<100'),(age-personal_status_'male single'),(purpose_kterm-foreign_worker_kterm),(checking_status_'<0'-checking_status_'no checking'),(employment_kterm-own_telephone_yes),(num_dependents-job_kterm),checking_status_'no checking'_negative,checking_status_'<0'_negative,own_telephone_kterm_negative,duration_negative,credit_history_'critical/other existing credit'_negative,purpose_kterm_negative,installment_commitment_degree,credit_history_'critical/other existing credit'_degree,employment_kterm_degree,checking_status_'<0'_degree,purpose_kterm_degree,residence_since_degree,class
930,0.7615942,0.0,0.0,0.7615942,0.5,0.7310586,0.7310586,1.0,6.272877,0.0,6.7019606,6.3902407,3.1780539,196.0,549.0,987.0,275.0,0.0,24.0,604.0,2295.0,815.0,1748.0,603.0,1199.0,549.0,804.0,597.0,717.0,530.0,5.0,0.0,38.0,24.0,1788.0,25.0,713.0,1.0,0.0,0.0,0.0,22052.0,0.0,0.0,1517.0,530.0,596.0,0.0,0.0,0.0,41928.0,4.0,91160.0,1.0,47128.0,688.0,0.0,1.0,596.0,4.0,0.0,0.0,12720.0,0.63746226,0.29276314,0.99999994,0.0,0.99999994,23.0,218.0,3.0,195.0,933.0,-148.0,0.0,-4.0,530.0,-1.0,233.0,0.0,-36.0,140.0,180.0,0.0,713.0,-1.0,530.0,273.0,23.0,144.0,1.0,172.0,-199.0,-0.0,-1.0,-596.0,-24.0,-0.0,-181.0,229.1831,0.0,9854.873,57.295776,10370.535,57.295776,1.0
931,0.0,0.7615942,0.7615942,0.7615942,0.7310586,0.7310586,0.5,0.9998766,6.272877,0.6931472,6.7019606,6.001415,3.0910425,194.0,311.0,982.0,270.0,1.0,10.0,604.0,1980.0,815.0,1672.0,604.0,1007.0,311.0,799.0,405.0,717.0,530.0,4.0,1.0,964.0,23.0,2577.0,10.0,713.0,2.0,0.0,4.0,0.0,389052.0,1.0,1.0,873441.0,530.0,404.0,2.0,1670.0,0.0,15030.0,0.0,91160.0,2.0,46268.0,688.0,172.0,1.0,0.0,4.0,0.0,0.0,11660.0,0.62235653,1.0,0.99999994,1.0,0.99999994,21.0,410.0,3.0,623.0,856.0,-150.0,1.0,-6.0,529.0,-3.0,-638.0,1.0,-961.0,-627.0,280.0,-1.0,712.0,0.0,529.0,268.0,22.0,-683.0,0.0,171.0,-629.0,-0.0,-0.0,-404.0,-9.0,-0.0,-280.0,229.1831,0.0,9854.873,0.0,16042.817,114.59155,0.0
932,0.0,0.7615942,0.0,0.9640276,0.5,0.7310586,0.5,0.9998766,5.6801724,0.0,6.7019606,6.3902407,3.4011974,369.0,549.0,1107.0,395.0,1.0,10.0,605.0,1772.0,814.0,1225.0,603.0,1199.0,548.0,687.0,597.0,716.0,294.0,3.0,2.0,964.0,31.0,2131.0,10.0,714.0,3.0,603.0,3.0,0.0,573948.0,0.0,1.0,873441.0,293.0,596.0,1.0,1224.0,2.0,11016.0,3.0,99327.0,1.0,133566.0,1017.0,0.0,0.0,596.0,3.0,963.0,0.0,8790.0,1.0,1.0,0.99999994,1.0,0.5163265,29.0,218.0,2.0,629.0,410.0,-309.0,2.0,0.0,292.0,2.0,-513.0,-1.0,-962.0,-673.0,234.0,0.0,713.0,0.0,293.0,393.0,29.0,-729.0,-1.0,339.0,-629.0,-1.0,-0.0,-596.0,-9.0,-1.0,-234.0,171.88733,57.295776,19423.268,0.0,13407.212,57.295776,1.0
933,0.0,0.7615942,0.0,0.9640276,0.5,0.7310586,0.5,0.9999938,5.6801724,1.3862944,6.7019606,6.001415,3.7376697,295.0,549.0,1107.0,394.0,2.0,13.0,65.0,1070.0,814.0,526.0,64.0,467.0,548.0,687.0,405.0,717.0,294.0,4.0,2.0,964.0,43.0,1429.0,14.0,713.0,3.0,63.0,4.0,404.0,389052.0,1.0,0.0,873441.0,0.0,404.0,4.0,522.0,2.0,6264.0,4.0,74129.0,4.0,99682.0,1012.0,0.0,0.0,404.0,0.0,0.0,0.0,12306.0,1.0,1.0,0.99999994,1.0,0.5163265,41.0,410.0,2.0,623.0,-292.0,-211.0,2.0,-6.0,292.0,-3.0,-513.0,-1.0,-959.0,-627.0,280.0,0.0,712.0,0.0,292.0,394.0,41.0,-683.0,-1.0,252.0,-628.0,-1.0,-0.0,-404.0,-12.0,-1.0,-280.0,229.1831,57.295776,14495.831,0.0,16042.817,229.1831,1.0
934,0.7615942,0.7615942,0.7615942,0.7615942,0.7310586,0.7310586,0.7310586,0.9999938,6.272877,0.0,4.934474,6.3902407,3.1354942,362.0,311.0,987.0,275.0,1.0,13.0,604.0,1808.0,140.0,1499.0,603.0,1199.0,311.0,804.0,596.0,717.0,530.0,5.0,1.0,963.0,24.0,2405.0,13.0,713.0,2.0,0.0,4.0,0.0,573948.0,0.0,1.0,873441.0,530.0,596.0,1.0,1498.0,0.0,17976.0,0.0,179670.0,1.0,92886.0,1356.0,339.0,1.0,0.0,4.0,0.0,1.0,12190.0,0.63746226,1.0,0.11994785,1.0,0.99999994,23.0,-457.0,3.0,623.0,1359.0,-316.0,0.0,-7.0,529.0,-3.0,-633.0,1.0,-962.0,-627.0,279.0,-1.0,713.0,0.0,530.0,273.0,23.0,-683.0,1.0,339.0,-629.0,-0.0,-1.0,-596.0,-12.0,-0.0,-280.0,229.1831,0.0,19423.268,57.295776,16042.817,57.295776,1.0
935,0.0,0.7615942,0.0,0.9640276,0.5,0.7310586,0.5,1.0,4.477337,1.0986123,3.8501477,6.3902407,3.4011974,202.0,549.0,982.0,269.0,1.0,30.0,105.0,2467.0,47.0,1922.0,103.0,699.0,548.0,357.0,596.0,717.0,88.0,4.0,1.0,963.0,31.0,2826.0,31.0,713.0,3.0,0.0,4.0,0.0,573948.0,0.0,0.0,873441.0,0.0,596.0,0.0,1919.0,0.0,57570.0,4.0,15136.0,3.0,46268.0,688.0,0.0,0.0,596.0,0.0,0.0,0.0,2640.0,0.62235653,0.20723684,0.0,1.0,0.09795918,30.0,-549.0,3.0,141.0,1872.0,-142.0,2.0,-7.0,88.0,-3.0,-638.0,-1.0,-960.0,-627.0,280.0,0.0,713.0,-1.0,88.0,269.0,29.0,-683.0,0.0,172.0,-147.0,-0.0,-0.0,-596.0,-30.0,-0.0,-280.0,229.1831,0.0,9854.873,0.0,16042.817,171.88733,0.0
936,0.0,0.7615942,0.0,0.7615942,0.5,0.7310586,0.5,0.9998766,6.272877,0.6931472,6.7019606,6.3902407,3.3322046,367.0,311.0,776.0,64.0,1.0,9.0,604.0,1055.0,815.0,747.0,603.0,1199.0,311.0,593.0,597.0,716.0,530.0,3.0,1.0,964.0,29.0,1652.0,10.0,714.0,2.0,0.0,3.0,0.0,573948.0,0.0,0.0,873441.0,530.0,596.0,0.0,745.0,0.0,6705.0,0.0,179670.0,2.0,21357.0,1017.0,0.0,1.0,0.0,3.0,963.0,0.0,14840.0,0.0,0.29276314,0.99999994,1.0,0.99999994,27.0,218.0,2.0,193.0,-69.0,-311.0,1.0,-6.0,530.0,-4.0,-844.0,1.0,-961.0,-627.0,280.0,0.0,713.0,0.0,530.0,62.0,28.0,-683.0,0.0,339.0,-199.0,-0.0,-0.0,-596.0,-9.0,-0.0,-280.0,171.88733,0.0,19423.268,0.0,16042.817,114.59155,0.0
937,0.0,0.7615942,0.7615942,0.7615942,0.7310586,0.5,0.5,0.9975274,6.272877,1.0986123,6.7019606,6.001415,3.4011974,202.0,92.0,448.0,270.0,1.0,6.0,604.0,2155.0,815.0,2066.0,604.0,1007.0,93.0,799.0,405.0,183.0,530.0,4.0,1.0,964.0,31.0,2970.0,7.0,179.0,2.0,0.0,4.0,0.0,389052.0,1.0,0.0,873441.0,530.0,0.0,0.0,2063.0,0.0,12378.0,0.0,91160.0,0.0,46268.0,688.0,172.0,1.0,0.0,4.0,0.0,0.0,15900.0,0.62235653,0.20723684,0.99999994,1.0,0.99999994,29.0,410.0,3.0,141.0,1249.0,-142.0,1.0,-6.0,530.0,-3.0,-638.0,1.0,-960.0,-627.0,280.0,0.0,178.0,0.0,529.0,268.0,30.0,-683.0,0.0,171.0,-147.0,-0.0,-0.0,-404.0,-6.0,-0.0,-280.0,229.1831,0.0,9854.873,0.0,16042.817,171.88733,1.0
938,0.0,0.7615942,0.0,0.7615942,0.5,0.5,0.5,1.0,6.272877,1.3862944,6.7019606,6.3902407,3.7376697,381.0,548.0,377.0,270.0,1.0,61.0,604.0,6836.0,815.0,6292.0,603.0,1199.0,549.0,799.0,597.0,112.0,530.0,4.0,1.0,964.0,43.0,7195.0,61.0,108.0,2.0,0.0,4.0,0.0,573948.0,0.0,1.0,873441.0,530.0,0.0,4.0,6288.0,0.0,377280.0,4.0,179670.0,0.0,91191.0,1356.0,0.0,1.0,596.0,4.0,0.0,0.0,22260.0,0.62235653,1.0,0.99999994,1.0,0.99999994,41.0,218.0,3.0,626.0,5474.0,-297.0,1.0,-3.0,529.0,0.0,-638.0,0.0,-959.0,-857.0,50.0,-1.0,108.0,-1.0,530.0,268.0,41.0,-913.0,0.0,339.0,-629.0,-0.0,-0.0,-596.0,-60.0,-0.0,-50.0,229.1831,0.0,19423.268,0.0,2864.7888,229.1831,0.0
939,0.0,0.7615942,0.0,0.9640276,0.5,0.7310586,0.5,1.0,5.6801724,1.3862944,6.7019606,6.001415,3.8286414,385.0,549.0,1107.0,394.0,1.0,24.0,185.0,7390.0,814.0,6846.0,184.0,587.0,548.0,687.0,405.0,715.0,294.0,2.0,2.0,964.0,47.0,7749.0,26.0,713.0,3.0,183.0,2.0,0.0,389052.0,1.0,0.0,873441.0,0.0,404.0,0.0,6842.0,2.0,164208.0,2.0,99327.0,4.0,133566.0,678.0,0.0,0.0,404.0,0.0,0.0,0.0,13478.0,1.0,0.20723684,0.99999994,1.0,0.5163265,45.0,410.0,0.0,146.0,6028.0,-293.0,2.0,-1.0,293.0,0.0,-513.0,-1.0,-959.0,-804.0,103.0,1.0,712.0,0.0,292.0,394.0,45.0,-860.0,-1.0,338.0,-146.0,-1.0,-0.0,-404.0,-24.0,-1.0,-103.0,114.59155,57.295776,19423.268,0.0,5901.465,229.1831,1.0
940,0.0,0.7615942,0.0,0.7615942,0.5,0.7310586,0.5,0.9999938,6.272877,1.0986123,6.7019606,6.001415,3.8066626,217.0,549.0,1107.0,394.0,1.0,12.0,184.0,4075.0,815.0,3530.0,184.0,587.0,549.0,924.0,405.0,715.0,531.0,2.0,1.0,964.0,46.0,4434.0,14.0,713.0,2.0,183.0,2.0,0.0,389052.0,1.0,0.0,873441.0,0.0,404.0,0.0,3527.0,1.0,42324.0,2.0,91160.0,3.0,67768.0,344.0,0.0,0.0,404.0,0.0,0.0,0.0,23850.0,1.0,0.20723684,0.99999994,1.0,0.99999994,44.0,410.0,0.0,147.0,2713.0,-127.0,1.0,0.0,530.0,1.0,-513.0,0.0,-960.0,-673.0,234.0,0.0,712.0,-1.0,529.0,394.0,44.0,-729.0,-1.0,171.0,-146.0,-1.0,-0.0,-404.0,-12.0,-0.0,-234.0,114.59155,0.0,9854.873,0.0,13407.212,171.88733,1.0
941,0.0,0.7615942,0.0,0.7615942,0.5,0.7310586,0.5,0.9999546,6.272877,0.6931472,6.7019606,6.3902407,3.4339871,370.0,549.0,1107.0,395.0,0.0,10.0,604.0,2094.0,815.0,1548.0,603.0,1199.0,549.0,924.0,597.0,716.0,531.0,3.0,0.0,38.0,32.0,2453.0,12.0,714.0,1.0,603.0,3.0,0.0,22052.0,0.0,0.0,33559.0,530.0,596.0,0.0,1546.0,1.0,15460.0,3.0,179670.0,2.0,133566.0,1017.0,0.0,1.0,596.0,3.0,37.0,0.0,16430.0,1.0,0.29276314,0.99999994,0.0,0.99999994,30.0,218.0,1.0,199.0,732.0,-308.0,1.0,0.0,530.0,2.0,-513.0,0.0,-35.0,-673.0,234.0,0.0,713.0,-1.0,530.0,393.0,30.0,197.0,-1.0,339.0,-198.0,-1.0,-0.0,-596.0,-10.0,-0.0,-234.0,171.88733,0.0,19423.268,0.0,13407.212,114.59155,1.0
942,0.0,0.7615942,0.7615942,0.7615942,0.7310586,0.7310586,0.5,1.0,6.272877,0.6931472,3.8501477,6.001415,3.4339871,205.0,549.0,1107.0,394.0,1.0,25.0,184.0,1477.0,48.0,931.0,184.0,587.0,549.0,924.0,404.0,717.0,531.0,4.0,1.0,963.0,32.0,1836.0,25.0,713.0,2.0,183.0,4.0,0.0,389052.0,0.0,0.0,873441.0,0.0,404.0,2.0,929.0,1.0,22296.0,4.0,92220.0,2.0,68556.0,696.0,174.0,0.0,404.0,0.0,0.0,0.0,16430.0,1.0,1.0,0.0,1.0,0.99999994,31.0,-357.0,3.0,625.0,882.0,-143.0,1.0,-5.0,529.0,-1.0,-513.0,0.0,-961.0,-726.0,181.0,-1.0,712.0,-1.0,529.0,394.0,30.0,-782.0,-1.0,173.0,-629.0,-1.0,-0.0,-404.0,-24.0,-0.0,-181.0,229.1831,0.0,9969.465,0.0,10370.535,114.59155,1.0
943,0.0,0.7615942,0.0,0.9950548,0.5,0.7310586,0.5,0.98201376,5.6801724,0.0,6.7019606,6.3902407,3.7376697,216.0,549.0,1107.0,395.0,1.0,4.0,606.0,2003.0,814.0,1456.0,603.0,1199.0,548.0,687.0,597.0,715.0,294.0,2.0,2.0,964.0,43.0,2362.0,6.0,714.0,4.0,603.0,2.0,0.0,573948.0,0.0,0.0,873441.0,293.0,596.0,0.0,1455.0,3.0,5820.0,2.0,50982.0,1.0,68556.0,348.0,0.0,0.0,596.0,2.0,963.0,0.0,12306.0,1.0,0.29276314,0.99999994,1.0,0.5163265,41.0,218.0,0.0,199.0,641.0,-132.0,3.0,0.0,293.0,1.0,-513.0,-1.0,-962.0,-673.0,234.0,1.0,713.0,0.0,293.0,393.0,41.0,-729.0,-1.0,174.0,-198.0,-1.0,-0.0,-596.0,-4.0,-1.0,-234.0,114.59155,57.295776,9969.465,0.0,13407.212,57.295776,1.0
944,0.7615942,0.0,0.0,0.7615942,0.5,0.5,0.7310586,0.99999964,6.272877,0.0,6.7019606,6.3902407,3.8286414,218.0,310.0,453.0,275.0,1.0,16.0,604.0,2155.0,815.0,1846.0,603.0,1199.0,311.0,804.0,597.0,183.0,530.0,5.0,1.0,964.0,46.0,1897.0,16.0,179.0,2.0,0.0,0.0,0.0,573948.0,0.0,1.0,50076.0,530.0,0.0,1.0,0.0,0.0,27675.0,0.0,91160.0,0.0,47128.0,688.0,0.0,1.0,0.0,4.0,0.0,0.0,24380.0,0.63746226,1.0,0.99999994,1.0,0.99999994,45.0,218.0,3.0,625.0,1031.0,-126.0,0.0,-4.0,529.0,-1.0,222.0,1.0,-962.0,129.0,180.0,-1.0,179.0,0.0,530.0,273.0,46.0,-782.0,1.0,172.0,-629.0,-0.0,-1.0,-596.0,-15.0,-0.0,-181.0,229.1831,0.0,9854.873,57.295776,10370.535,57.295776,1.0
945,0.0,0.7615942,0.7615942,0.9640276,0.7310586,0.7310586,0.5,1.0,3.6888795,0.0,6.7019606,6.3902407,3.4011974,202.0,311.0,982.0,269.0,1.0,49.0,65.0,8668.0,814.0,8359.0,63.0,659.0,310.0,309.0,597.0,714.0,40.0,1.0,1.0,964.0,31.0,9265.0,49.0,713.0,3.0,0.0,1.0,0.0,573948.0,0.0,0.0,873441.0,0.0,596.0,1.0,8358.0,0.0,401184.0,0.0,6880.0,1.0,46268.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.62235653,1.0,0.99999994,1.0,0.0,29.0,218.0,0.0,629.0,7544.0,-142.0,2.0,0.0,39.0,0.0,-638.0,0.0,-962.0,-673.0,234.0,-1.0,713.0,0.0,40.0,269.0,30.0,-729.0,0.0,172.0,-629.0,-0.0,-0.0,-596.0,-48.0,-0.0,-234.0,57.295776,0.0,9854.873,0.0,13407.212,57.295776,1.0
946,0.7615942,0.7615942,0.0,0.7615942,0.5,0.5,0.7310586,1.0,3.8918202,1.3862944,6.7019606,6.001415,3.4011974,202.0,548.0,382.0,274.0,1.0,25.0,64.0,3897.0,814.0,3353.0,64.0,467.0,548.0,323.0,405.0,112.0,49.0,5.0,1.0,964.0,31.0,4256.0,26.0,108.0,2.0,0.0,4.0,0.0,389052.0,1.0,0.0,873441.0,0.0,0.0,4.0,3349.0,0.0,80376.0,4.0,8428.0,0.0,47128.0,688.0,0.0,0.0,404.0,0.0,0.0,1.0,1470.0,0.63746226,1.0,0.99999994,1.0,0.018367343,29.0,410.0,2.0,625.0,2535.0,-142.0,0.0,-4.0,48.0,-1.0,-633.0,-1.0,-959.0,-726.0,180.0,-1.0,107.0,-1.0,48.0,274.0,29.0,-782.0,1.0,171.0,-628.0,-0.0,-1.0,-404.0,-24.0,-0.0,-181.0,229.1831,0.0,9854.873,57.295776,10370.535,229.1831,0.0
947,0.0,0.7615942,0.0,0.7615942,0.5,0.7310586,0.5,0.9999938,6.272877,1.3862944,6.7019606,6.001415,3.637586,100.0,549.0,1107.0,394.0,1.0,12.0,184.0,3407.0,815.0,2863.0,184.0,587.0,549.0,924.0,405.0,717.0,531.0,4.0,1.0,964.0,39.0,3766.0,13.0,713.0,2.0,183.0,4.0,0.0,389052.0,1.0,0.0,873441.0,0.0,404.0,0.0,2859.0,1.0,34308.0,4.0,32860.0,4.0,24428.0,248.0,0.0,0.0,404.0,0.0,0.0,0.0,20140.0,1.0,0.20723684,0.99999994,1.0,0.99999994,37.0,410.0,3.0,147.0,2045.0,-24.0,1.0,0.0,530.0,3.0,-513.0,0.0,-959.0,-673.0,234.0,0.0,712.0,-1.0,529.0,394.0,37.0,-729.0,-1.0,61.0,-147.0,-1.0,-0.0,-404.0,-12.0,-0.0,-234.0,229.1831,0.0,3552.3381,0.0,13407.212,229.1831,1.0
948,0.0,0.0,0.0,0.7615942,0.5,0.7310586,0.5,1.0,6.272877,0.0,6.7019606,6.3902407,3.7612002,215.0,93.0,1107.0,395.0,1.0,18.0,604.0,1625.0,815.0,1534.0,603.0,1199.0,93.0,924.0,597.0,717.0,531.0,4.0,1.0,964.0,43.0,1574.0,20.0,713.0,2.0,603.0,0.0,0.0,573948.0,0.0,0.0,39483.0,530.0,596.0,0.0,0.0,1.0,27594.0,0.0,91160.0,1.0,67768.0,688.0,0.0,1.0,0.0,4.0,0.0,0.0,22790.0,1.0,0.29276314,0.99999994,1.0,0.99999994,42.0,218.0,2.0,195.0,719.0,-129.0,1.0,-4.0,530.0,-1.0,353.0,1.0,-962.0,140.0,181.0,0.0,713.0,0.0,530.0,393.0,43.0,-782.0,-1.0,172.0,-198.0,-1.0,-0.0,-596.0,-18.0,-0.0,-181.0,229.1831,0.0,9854.873,0.0,10370.535,57.295776,0.0
949,0.0,0.7615942,0.7615942,0.9640276,0.7310586,0.7310586,0.5,1.0,6.272877,1.3862944,6.7019606,6.3902407,3.4339871,284.0,549.0,1107.0,394.0,2.0,25.0,105.0,4169.0,815.0,3625.0,103.0,699.0,549.0,924.0,597.0,715.0,531.0,2.0,1.0,964.0,32.0,4528.0,25.0,713.0,3.0,103.0,2.0,596.0,573948.0,0.0,0.0,873441.0,0.0,596.0,4.0,3621.0,2.0,86904.0,2.0,134090.0,4.0,99682.0,506.0,253.0,0.0,596.0,0.0,0.0,0.0,16430.0,1.0,1.0,0.99999994,1.0,0.99999994,30.0,218.0,1.0,623.0,2807.0,-222.0,2.0,-6.0,529.0,-5.0,-513.0,0.0,-959.0,-627.0,280.0,-1.0,713.0,-1.0,530.0,394.0,30.0,-683.0,-1.0,253.0,-629.0,-1.0,-0.0,-596.0,-24.0,-0.0,-280.0,114.59155,0.0,14495.831,0.0,16042.817,229.1831,0.0
950,0.0,0.7615942,0.7615942,0.9950548,0.7310586,0.7310586,0.5,1.0,5.6801724,1.0986123,6.7019606,6.001415,3.6888795,102.0,93.0,982.0,270.0,1.0,18.0,606.0,3682.0,814.0,3593.0,604.0,1007.0,92.0,562.0,405.0,716.0,293.0,3.0,2.0,964.0,41.0,4497.0,20.0,713.0,4.0,0.0,3.0,0.0,389052.0,1.0,0.0,873441.0,293.0,404.0,0.0,3590.0,0.0,64620.0,0.0,18166.0,3.0,16678.0,186.0,62.0,0.0,0.0,3.0,0.0,0.0,11720.0,0.62235653,0.0,0.99999994,1.0,0.5163265,39.0,410.0,1.0,19.0,2776.0,-22.0,3.0,-2.0,293.0,0.0,-638.0,0.0,-960.0,-810.0,97.0,1.0,712.0,1.0,292.0,268.0,40.0,-866.0,0.0,61.0,-20.0,-0.0,-0.0,-404.0,-18.0,-1.0,-97.0,171.88733,57.295776,3552.3381,0.0,5557.6904,171.88733,1.0
951,0.7615942,0.7615942,0.7615942,0.9640276,0.7310586,0.7310586,0.7310586,1.0,4.477337,0.0,6.7019606,6.001415,3.1780539,198.0,549.0,987.0,275.0,1.0,37.0,605.0,2693.0,814.0,2146.0,604.0,1007.0,548.0,362.0,405.0,715.0,88.0,3.0,1.0,964.0,25.0,3052.0,37.0,713.0,3.0,0.0,2.0,0.0,389052.0,1.0,1.0,873441.0,88.0,404.0,1.0,2145.0,0.0,77220.0,2.0,15312.0,1.0,47676.0,348.0,174.0,0.0,404.0,2.0,0.0,1.0,2112.0,0.63746226,1.0,0.99999994,1.0,0.09795918,23.0,410.0,1.0,627.0,1331.0,-150.0,1.0,-2.0,87.0,-1.0,-633.0,-1.0,-962.0,-810.0,96.0,-1.0,712.0,-1.0,87.0,273.0,23.0,-866.0,1.0,173.0,-629.0,-0.0,-1.0,-404.0,-36.0,-0.0,-97.0,114.59155,0.0,9969.465,57.295776,5557.6904,57.295776,0.0
952,0.0,0.7615942,0.7615942,0.7615942,0.7310586,0.5,0.5,1.0,6.272877,1.3862944,6.7019606,6.3902407,3.3322046,200.0,310.0,448.0,269.0,1.0,25.0,64.0,4423.0,815.0,4117.0,63.0,659.0,311.0,799.0,597.0,182.0,530.0,3.0,1.0,964.0,29.0,5020.0,25.0,179.0,2.0,0.0,3.0,0.0,573948.0,0.0,0.0,873441.0,0.0,0.0,4.0,4113.0,0.0,98712.0,0.0,91160.0,0.0,46268.0,516.0,172.0,0.0,0.0,0.0,0.0,0.0,14840.0,0.62235653,1.0,0.99999994,1.0,0.99999994,27.0,218.0,2.0,628.0,3299.0,-144.0,1.0,-1.0,529.0,1.0,-638.0,1.0,-959.0,-804.0,103.0,-1.0,179.0,0.0,530.0,269.0,28.0,-860.0,0.0,172.0,-629.0,-0.0,-0.0,-596.0,-24.0,-0.0,-103.0,171.88733,0.0,9854.873,0.0,5901.465,229.1831,0.0
953,0.0,0.7615942,0.7615942,0.9640276,0.7310586,0.7310586,0.5,1.0,6.272877,0.6931472,6.7019606,6.001415,3.2580965,88.0,311.0,1107.0,395.0,1.0,36.0,605.0,11284.0,815.0,10976.0,604.0,1007.0,311.0,924.0,405.0,717.0,531.0,4.0,1.0,964.0,27.0,11881.0,37.0,713.0,3.0,603.0,4.0,0.0,389052.0,1.0,0.0,873441.0,530.0,404.0,0.0,10974.0,2.0,395064.0,0.0,32860.0,2.0,24428.0,248.0,62.0,1.0,0.0,4.0,0.0,0.0,13780.0,1.0,0.20723684,0.99999994,1.0,0.99999994,25.0,410.0,3.0,143.0,10160.0,-36.0,2.0,-4.0,530.0,-1.0,-513.0,1.0,-961.0,-726.0,181.0,0.0,712.0,0.0,529.0,393.0,26.0,-782.0,-1.0,61.0,-147.0,-1.0,-0.0,-404.0,-36.0,-0.0,-181.0,229.1831,0.0,3552.3381,0.0,10370.535,114.59155,0.0
954,0.7615942,0.0,0.0,0.7615942,0.5,0.7310586,0.7310586,0.9999938,6.272877,1.3862944,6.7019606,6.001415,3.3672957,368.0,311.0,987.0,275.0,1.0,13.0,604.0,2203.0,815.0,1897.0,604.0,1007.0,311.0,804.0,405.0,717.0,530.0,5.0,1.0,964.0,29.0,1945.0,13.0,713.0,2.0,0.0,0.0,0.0,389052.0,1.0,1.0,50076.0,530.0,404.0,4.0,0.0,0.0,22716.0,0.0,179670.0,4.0,92886.0,1356.0,0.0,1.0,0.0,4.0,0.0,0.0,15370.0,0.63746226,1.0,0.99999994,1.0,0.99999994,28.0,410.0,3.0,629.0,1079.0,-310.0,0.0,0.0,529.0,3.0,222.0,1.0,-959.0,182.0,233.0,-1.0,712.0,0.0,529.0,273.0,29.0,-729.0,1.0,338.0,-629.0,-0.0,-1.0,-404.0,-12.0,-0.0,-234.0,229.1831,0.0,19423.268,57.295776,13407.212,229.1831,1.0
