,employment_kterm_ln,personal_status_kterm_ln,credit_history_kterm_ln,residence_since_ln,property_magnitude_car_tanh,checking_status_'no checking'_tanh,credit_history_'critical/other existing credit'_tanh,foreign_worker_yes_tanh,checking_status_'<0'_tanh,installment_commitment_sigmoid,foreign_worker_yes_sigmoid,checking_status_'no checking'_sigmoid,duration_sigmoid,(foreign_worker_kterm-housing_own),(foreign_worker_yes-purpose),(purpose_kterm-other_payment_plans_kterm),(savings_status_kterm-foreign_worker_yes),(checking_status_kterm-property_magnitude_car),(employment_'>=7'-other_payment_plans_none),(duration-savings_status_kterm),(credit_history_kterm-personal_status_'male single'),(credit_history_'existing paid'-employment_'>=7'),(savings_status_kterm-personal_status_'male single'),(other_payment_plans_none-housing_own),(purpose_kterm-housing_own),(checking_status_'<0'-job_skilled),property_magnitude_kterm_radian,checking_status_'no checking'_radian,checking_status_kterm_radian,credit_history_'critical/other existing credit'_radian,other_parties_none_radian,foreign_worker_yes_radian,job_skilled_degree,installment_commitment_degree,checking_status_kterm_degree,property_magnitude_'real estate'_degree,credit_history_'critical/other existing credit'_degree,checking_status_'<0'_degree,(other_payment_plans_kterm+checking_status_'<0'),(duration+credit_history_'critical/other existing credit'),(checking_status_'no checking'+credit_history_'existing paid'),(housing_kterm+credit_history_'existing paid'),(savings_status_'<100'+housing_own),(checking_status_'<0'+property_magnitude_car),(foreign_worker_yes+purpose),(residence_since+credit_history_'existing paid'),(credit_amount+job_skilled),(purpose_kterm+property_magnitude_'real estate'),(job_skilled+own_telephone_yes),(credit_amount+num_dependents),(checking_status_kterm*other_parties_kterm),(checking_status_kterm*property_magnitude_car),(other_parties_kterm*property_magnitude_car),(own_telephone_kterm*other_payment_plans_none),(existing_credits*foreign_worker_kterm),(housing_kterm*property_magnitude_car),(duration*residence_since),(credit_amount*property_magnitude_car),(existing_credits*purpose),(other_payment_plans_kterm*checking_status_'no checking'),(other_parties_none*housing_own),(property_magnitude_kterm*other_parties_none),(existing_credits*own_telephone_kterm),(age/purpose_kterm),(other_parties_kterm/own_telephone_kterm),(num_dependents/checking_status_kterm),(duration/savings_status_kterm),(duration/foreign_worker_kterm),(existing_credits/num_dependents),(residence_since/foreign_worker_kterm),(residence_since/checking_status_kterm),(credit_amount/other_payment_plans_kterm),class
738,5.159055,6.3062754,5.6801724,1.0986123,0.0,0.7615942,0.7615942,0.7615942,0.0,0.7310586,0.7310586,0.7310586,0.9975274,962.0,0.0,-580.0,602.0,394.0,-1.0,-597.0,292.0,0.0,602.0,0.0,233.0,0.0,2.687807,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,0.0,57.295776,22574.535,0.0,57.295776,0.0,814.0,7.0,1.0,713.0,2.0,0.0,2.0,3.0,6761.0,234.0,1.0,6763.0,357358.0,0.0,0.0,404.0,1926.0,0.0,18.0,0.0,2.0,814.0,1.0,154.0,808.0,0.1923077,2.2450495,0.005076142,0.0099502485,0.0062305294,1.0,0.0031152647,0.007614213,8.305897,1.0
739,5.826,5.7365723,3.6888795,1.3862944,0.7615942,0.0,0.0,0.7615942,0.0,0.98201376,0.7310586,0.5,1.0,963.0,-2.0,-717.0,102.0,268.0,-1.0,-73.0,40.0,0.0,103.0,1.0,97.0,0.0,5.794493,0.0,4.694936,0.0,0.017453292,0.017453292,0.0,229.1831,15412.563,0.0,0.0,0.0,814.0,30.0,0.0,179.0,0.0,1.0,4.0,4.0,4280.0,97.0,0.0,4281.0,243983.0,269.0,907.0,596.0,1926.0,179.0,120.0,4280.0,6.0,0.0,0.0,332.0,1192.0,0.26804122,1.5218121,0.003717472,0.29126215,0.031152649,2.0,0.0041536866,0.014869888,5.257985,0.0
740,5.159055,6.3062754,3.8918202,1.0986123,0.7615942,0.0,0.0,0.7615942,0.7615942,0.880797,0.7310586,0.5,1.0,962.0,0.0,95.0,102.0,273.0,0.0,-79.0,48.0,0.0,102.0,-1.0,233.0,0.0,5.794493,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,114.59155,15699.043,0.0,0.0,57.295776,140.0,24.0,0.0,713.0,1.0,2.0,2.0,3.0,2326.0,234.0,1.0,2326.0,248518.0,274.0,907.0,0.0,963.0,713.0,72.0,2325.0,1.0,0.0,1.0,332.0,596.0,0.13675214,1.5218121,0.003649635,0.23300971,0.024922118,1.0,0.0031152647,0.010948905,16.726618,1.0
741,5.826,6.3062754,3.8918202,1.3862944,0.0,0.0,0.0,0.7615942,0.0,0.98201376,0.7310586,0.5,0.9999546,962.0,-6.0,233.0,602.0,269.0,0.0,-593.0,48.0,0.0,602.0,-1.0,279.0,0.0,4.9218283,0.0,4.694936,0.0,0.017453292,0.017453292,0.0,229.1831,15412.563,57.295776,0.0,0.0,47.0,10.0,0.0,713.0,2.0,0.0,8.0,4.0,1048.0,281.0,0.0,1049.0,243983.0,0.0,0.0,0.0,963.0,0.0,40.0,0.0,7.0,0.0,1.0,282.0,596.0,0.08214286,1.5218121,0.003717472,0.016583748,0.010384216,1.0,0.0041536866,0.014869888,22.297873,1.0
742,5.5333896,6.3062754,6.272877,1.0986123,0.0,0.7615942,0.0,0.7615942,0.0,0.98201376,0.7310586,0.7310586,1.0,962.0,-6.0,-534.0,182.0,394.0,0.0,-162.0,529.0,0.0,182.0,0.0,279.0,-1.0,4.049164,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,229.1831,22574.535,0.0,0.0,0.0,814.0,21.0,2.0,714.0,1.0,0.0,8.0,4.0,3161.0,280.0,2.0,3161.0,357358.0,0.0,0.0,404.0,963.0,0.0,63.0,0.0,7.0,814.0,1.0,232.0,404.0,0.14642857,2.2450495,0.002538071,0.114754096,0.021806853,1.0,0.0031152647,0.007614213,3.8820639,1.0
743,5.826,6.3062754,3.8918202,1.3862944,0.0,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,1.0,962.0,-4.0,134.0,62.0,274.0,0.0,-39.0,48.0,0.0,62.0,-1.0,180.0,0.0,4.9218283,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,229.1831,15699.043,57.295776,0.0,57.295776,48.0,24.0,0.0,713.0,1.0,1.0,6.0,4.0,2484.0,182.0,2.0,2484.0,248518.0,0.0,0.0,0.0,963.0,0.0,96.0,0.0,5.0,0.0,1.0,282.0,404.0,0.12154696,2.2450495,0.003649635,0.3809524,0.024922118,1.0,0.0041536866,0.01459854,52.82979,1.0
744,5.159055,6.3062754,5.6801724,1.3862944,0.0,0.0,0.7615942,0.7615942,0.7615942,0.98201376,0.7310586,0.5,1.0,962.0,-4.0,-633.0,182.0,274.0,-1.0,-144.0,292.0,0.0,182.0,0.0,180.0,1.0,4.049164,0.0,4.7822022,0.017453292,0.017453292,0.017453292,0.0,229.1831,15699.043,0.0,57.295776,57.295776,815.0,40.0,0.0,713.0,1.0,1.0,6.0,4.0,14179.0,181.0,1.0,14180.0,248518.0,0.0,0.0,404.0,1926.0,0.0,156.0,0.0,10.0,0.0,1.0,232.0,808.0,0.16574585,2.2450495,0.003649635,0.21311475,0.040498443,2.0,0.0041536866,0.01459854,17.418919,1.0
745,5.1474943,6.3062754,5.6801724,0.0,0.0,0.0,0.7615942,0.7615942,0.7615942,0.95257413,0.7310586,0.5,0.99999774,962.0,-2.0,-42.0,602.0,274.0,0.0,-590.0,292.0,0.0,602.0,-1.0,96.0,1.0,4.049164,0.0,4.7822022,0.017453292,0.017453292,0.017453292,0.0,171.88733,15699.043,0.0,57.295776,57.295776,140.0,14.0,0.0,713.0,2.0,1.0,4.0,1.0,1797.0,97.0,0.0,1798.0,248518.0,0.0,0.0,0.0,1926.0,0.0,13.0,0.0,6.0,0.0,1.0,232.0,1192.0,0.28865978,1.5218121,0.003649635,0.021558871,0.013499481,2.0,0.0010384216,0.003649635,12.928058,1.0
746,4.1271343,5.7365723,6.272877,1.3862944,0.7615942,0.0,0.0,0.7615942,0.7615942,0.7310586,0.7310586,0.5,0.99999964,963.0,0.0,-580.0,602.0,273.0,-1.0,-588.0,530.0,1.0,603.0,1.0,234.0,0.0,5.794493,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,57.295776,15699.043,0.0,0.0,57.295776,815.0,15.0,1.0,180.0,1.0,2.0,2.0,5.0,2512.0,234.0,1.0,2512.0,248518.0,274.0,907.0,596.0,963.0,179.0,60.0,2511.0,1.0,0.0,0.0,332.0,596.0,0.0982906,1.5218121,0.003649635,0.024875622,0.015576324,1.0,0.0041536866,0.01459854,3.0847666,1.0
747,5.1474943,5.7365723,6.272877,0.0,0.0,0.0,0.0,0.7615942,0.7615942,0.95257413,0.7310586,0.5,0.9999938,962.0,0.0,-580.0,602.0,274.0,-1.0,-591.0,530.0,1.0,603.0,0.0,233.0,1.0,4.9218283,0.0,4.7822022,0.0,0.017453292,0.017453292,0.0,171.88733,15699.043,57.295776,0.0,57.295776,815.0,12.0,1.0,714.0,2.0,1.0,2.0,2.0,1274.0,235.0,0.0,1275.0,248518.0,0.0,0.0,596.0,963.0,0.0,12.0,0.0,1.0,0.0,1.0,282.0,596.0,0.15811966,1.5218121,0.003649635,0.019900497,0.012461059,1.0,0.0010384216,0.003649635,1.5651106,0.0
748,5.826,6.3062754,6.272877,1.0986123,0.7615942,0.7615942,0.0,0.7615942,0.0,0.7310586,0.7310586,0.7310586,1.0,962.0,-1.0,-711.0,182.0,393.0,-1.0,-162.0,529.0,1.0,182.0,0.0,102.0,-1.0,5.794493,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,57.295776,22574.535,0.0,0.0,0.0,814.0,21.0,2.0,714.0,1.0,1.0,3.0,4.0,5249.0,103.0,1.0,5249.0,357358.0,394.0,907.0,596.0,963.0,713.0,63.0,5248.0,2.0,814.0,1.0,332.0,596.0,0.2524272,1.5218121,0.002538071,0.114754096,0.021806853,1.0,0.0031152647,0.007614213,6.4471745,1.0
749,5.159055,6.3062754,6.272877,0.6931472,0.7615942,0.7615942,0.0,0.7615942,0.0,0.880797,0.7310586,0.7310586,0.99999964,962.0,-1.0,-711.0,602.0,393.0,-1.0,-588.0,529.0,1.0,602.0,0.0,102.0,-1.0,5.794493,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,114.59155,22574.535,0.0,0.0,0.0,814.0,15.0,2.0,714.0,2.0,1.0,3.0,3.0,3030.0,103.0,1.0,3030.0,357358.0,394.0,907.0,596.0,963.0,713.0,30.0,3029.0,2.0,814.0,1.0,332.0,596.0,0.32038835,1.5218121,0.002538071,0.024875622,0.015576324,1.0,0.0020768433,0.005076142,3.7211301,1.0
750,5.5333896,5.7365723,6.272877,0.0,0.0,0.0,0.0,0.7615942,0.7615942,0.880797,0.7310586,0.5,0.9975274,962.0,-4.0,42.0,602.0,274.0,1.0,-597.0,530.0,0.0,603.0,-1.0,180.0,0.0,4.049164,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,114.59155,15699.043,0.0,0.0,57.295776,140.0,6.0,1.0,714.0,2.0,1.0,6.0,2.0,429.0,181.0,2.0,429.0,248518.0,0.0,0.0,0.0,963.0,0.0,6.0,0.0,5.0,0.0,1.0,232.0,404.0,0.27071825,2.2450495,0.003649635,0.0099502485,0.0062305294,1.0,0.0010384216,0.003649635,3.0791366,1.0
751,5.1474943,5.7365723,6.272877,0.6931472,0.7615942,0.0,0.0,0.7615942,0.7615942,0.7310586,0.7310586,0.5,1.0,962.0,0.0,-580.0,602.0,273.0,-1.0,-585.0,530.0,1.0,603.0,0.0,233.0,1.0,5.794493,0.0,4.7822022,0.0,0.017453292,0.017453292,0.0,57.295776,15699.043,0.0,0.0,57.295776,815.0,18.0,1.0,714.0,2.0,2.0,2.0,3.0,976.0,234.0,0.0,977.0,248518.0,274.0,907.0,596.0,963.0,713.0,36.0,976.0,1.0,0.0,1.0,332.0,596.0,0.0982906,1.5218121,0.003649635,0.029850746,0.018691588,1.0,0.0020768433,0.00729927,1.1990172,0.0
752,5.159055,5.7365723,6.272877,1.3862944,0.0,0.0,0.0,0.7615942,0.0,0.880797,0.7310586,0.5,0.9999938,963.0,-2.0,-717.0,102.0,269.0,-1.0,-91.0,530.0,1.0,103.0,1.0,97.0,0.0,4.9218283,0.0,4.694936,0.0,0.017453292,0.017453292,0.0,114.59155,15412.563,57.295776,0.0,0.0,814.0,12.0,1.0,180.0,0.0,0.0,4.0,5.0,841.0,98.0,0.0,842.0,243983.0,0.0,0.0,596.0,963.0,0.0,48.0,0.0,3.0,0.0,0.0,282.0,596.0,0.2371134,1.5218121,0.003717472,0.116504855,0.012461059,1.0,0.0041536866,0.014869888,1.0331695,1.0
753,5.159055,5.7365723,5.6801724,0.6931472,0.7615942,0.7615942,0.7615942,0.7615942,0.0,0.98201376,0.7310586,0.7310586,1.0,962.0,-6.0,-534.0,602.0,393.0,-1.0,-573.0,293.0,0.0,603.0,0.0,279.0,-1.0,5.794493,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,57.295776,229.1831,22574.535,0.0,57.295776,0.0,814.0,31.0,1.0,713.0,2.0,1.0,8.0,2.0,5772.0,280.0,1.0,5772.0,357358.0,394.0,907.0,596.0,1926.0,713.0,60.0,5771.0,14.0,814.0,1.0,332.0,1192.0,0.08928572,1.5218121,0.002538071,0.049751244,0.031152649,2.0,0.0020768433,0.005076142,7.0896807,1.0
754,5.5333896,6.3062754,4.477337,1.3862944,0.0,0.7615942,0.0,0.7615942,0.0,0.98201376,0.7310586,0.7310586,0.9999938,963.0,-7.0,-792.0,47.0,394.0,0.0,-36.0,87.0,-1.0,47.0,1.0,22.0,-1.0,2.687807,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,229.1831,22574.535,0.0,0.0,0.0,814.0,12.0,1.0,108.0,0.0,0.0,9.0,4.0,1556.0,22.0,1.0,1557.0,357358.0,0.0,0.0,596.0,1926.0,0.0,48.0,0.0,16.0,814.0,0.0,154.0,1192.0,2.5,1.5218121,0.005076142,0.25,0.012461059,1.0,0.0041536866,0.010152284,1.9103194,0.0
755,5.159055,5.7365723,6.272877,1.3862944,0.0,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,1.0,963.0,0.0,-580.0,182.0,274.0,-1.0,-159.0,530.0,1.0,183.0,1.0,234.0,0.0,2.687807,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,229.1831,15699.043,0.0,0.0,57.295776,815.0,24.0,1.0,180.0,0.0,1.0,2.0,5.0,1286.0,234.0,1.0,1286.0,248518.0,0.0,0.0,596.0,963.0,0.0,96.0,0.0,1.0,0.0,0.0,154.0,596.0,0.13675214,1.5218121,0.003649635,0.13114753,0.024922118,1.0,0.0041536866,0.01459854,1.5786241,0.0
756,5.826,6.3062754,5.6801724,0.0,0.0,0.0,0.7615942,0.0,0.0,0.7310586,0.5,0.5,0.9975274,36.0,-1.0,-580.0,603.0,63.0,-1.0,-597.0,292.0,0.0,602.0,0.0,233.0,0.0,4.9218283,0.0,1.0995574,0.017453292,0.017453292,0.0,0.0,57.295776,3609.6338,57.295776,57.295776,0.0,814.0,7.0,0.0,713.0,2.0,0.0,1.0,1.0,1299.0,235.0,0.0,1301.0,57141.0,0.0,0.0,596.0,111.0,0.0,6.0,0.0,3.0,0.0,1.0,282.0,1788.0,0.31623933,1.5218121,0.031746034,0.0099502485,0.16216215,1.5,0.027027028,0.015873017,1.595823,1.0
757,5.826,6.3062754,5.6801724,1.3862944,0.0,0.0,0.7615942,0.7615942,0.0,0.95257413,0.7310586,0.5,0.99999964,963.0,-6.0,-534.0,182.0,63.0,-1.0,-168.0,292.0,0.0,182.0,1.0,280.0,-1.0,2.687807,0.0,1.0995574,0.017453292,0.017453292,0.017453292,57.295776,171.88733,3609.6338,0.0,57.295776,0.0,814.0,16.0,0.0,108.0,0.0,0.0,8.0,4.0,1272.0,280.0,2.0,1272.0,57141.0,0.0,0.0,404.0,1926.0,0.0,60.0,0.0,14.0,0.0,0.0,154.0,808.0,0.13928571,2.2450495,0.015873017,0.08196721,0.015576324,2.0,0.0041536866,0.06349207,1.5614251,0.0
758,5.826,6.3062754,6.272877,0.6931472,0.0,0.7615942,0.0,0.7615942,0.0,0.880797,0.7310586,0.7310586,1.0,962.0,0.0,-580.0,602.0,394.0,-1.0,-579.0,529.0,1.0,602.0,0.0,233.0,-1.0,4.9218283,0.017453292,6.8765974,0.0,0.0,0.017453292,57.295776,114.59155,22574.535,57.295776,0.0,0.0,814.0,24.0,2.0,714.0,2.0,0.0,2.0,3.0,1394.0,235.0,2.0,1394.0,20488.0,0.0,0.0,404.0,963.0,0.0,48.0,0.0,1.0,814.0,0.0,0.0,404.0,0.13247864,0.12871288,0.002538071,0.039800994,0.024922118,1.0,0.0020768433,0.005076142,1.7113022,1.0
759,5.5333896,6.3062754,5.6801724,1.0986123,0.0,0.0,0.7615942,0.7615942,0.7615942,0.98201376,0.7310586,0.5,0.9999938,962.0,0.0,-580.0,602.0,274.0,0.0,-591.0,292.0,-1.0,602.0,0.0,233.0,0.0,4.049164,0.0,4.7822022,0.017453292,0.017453292,0.017453292,57.295776,229.1831,15699.043,0.0,57.295776,57.295776,815.0,13.0,0.0,713.0,2.0,1.0,2.0,3.0,692.0,234.0,1.0,692.0,248518.0,0.0,0.0,596.0,1926.0,0.0,36.0,0.0,2.0,0.0,1.0,232.0,1192.0,0.14957266,1.5218121,0.003649635,0.019900497,0.012461059,2.0,0.0031152647,0.010948905,0.84889436,0.0
760,5.5333896,5.7365723,5.6801724,1.3862944,0.7615942,0.7615942,0.7615942,0.7615942,0.0,0.7310586,0.7310586,0.7310586,0.99999964,962.0,0.0,-580.0,182.0,393.0,0.0,-168.0,293.0,-1.0,183.0,0.0,233.0,-1.0,5.794493,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,57.295776,57.295776,22574.535,0.0,57.295776,0.0,814.0,16.0,1.0,713.0,1.0,1.0,2.0,4.0,5046.0,234.0,2.0,5046.0,357358.0,394.0,907.0,404.0,963.0,713.0,60.0,5045.0,1.0,814.0,1.0,332.0,404.0,0.25213677,2.2450495,0.002538071,0.08196721,0.015576324,1.0,0.0041536866,0.010152284,6.1977887,1.0
761,5.826,5.7365723,5.6801724,1.3862944,0.0,0.0,0.7615942,0.7615942,0.7615942,0.98201376,0.7310586,0.5,1.0,963.0,-4.0,-633.0,602.0,274.0,-1.0,-585.0,293.0,0.0,603.0,1.0,181.0,0.0,4.9218283,0.0,4.7822022,0.017453292,0.017453292,0.017453292,57.295776,229.1831,15699.043,57.295776,57.295776,57.295776,815.0,19.0,0.0,179.0,1.0,1.0,6.0,4.0,2125.0,182.0,1.0,2125.0,248518.0,0.0,0.0,596.0,1926.0,0.0,72.0,0.0,10.0,0.0,0.0,282.0,1192.0,0.13259669,1.5218121,0.003649635,0.029850746,0.018691588,2.0,0.0041536866,0.01459854,2.6093366,0.0
762,5.826,6.3062754,6.272877,1.0986123,0.0,0.0,0.0,0.7615942,0.7615942,0.98201376,0.7310586,0.5,0.9999938,962.0,-6.0,-534.0,602.0,274.0,-1.0,-591.0,529.0,1.0,602.0,0.0,279.0,1.0,4.049164,0.0,4.7822022,0.0,0.017453292,0.017453292,0.0,229.1831,15699.043,0.0,0.0,57.295776,815.0,12.0,1.0,714.0,2.0,1.0,8.0,4.0,2214.0,280.0,0.0,2215.0,248518.0,0.0,0.0,596.0,963.0,0.0,36.0,0.0,7.0,0.0,1.0,232.0,596.0,0.08571429,1.5218121,0.003649635,0.019900497,0.012461059,1.0,0.0031152647,0.010948905,2.7199018,1.0
763,5.5333896,6.3062754,5.6801724,1.3862944,0.0,0.7615942,0.7615942,0.7615942,0.0,0.98201376,0.7310586,0.7310586,1.0,963.0,0.0,-580.0,182.0,394.0,0.0,-162.0,292.0,-1.0,182.0,1.0,234.0,0.0,2.687807,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,0.0,229.1831,22574.535,0.0,57.295776,0.0,814.0,22.0,1.0,108.0,0.0,0.0,2.0,4.0,12680.0,234.0,1.0,12681.0,357358.0,0.0,0.0,404.0,963.0,0.0,84.0,0.0,1.0,814.0,0.0,154.0,404.0,0.12820514,2.2450495,0.002538071,0.114754096,0.021806853,1.0,0.0041536866,0.010152284,15.577395,0.0
764,5.159055,4.5217886,5.6801724,1.0986123,0.0,0.7615942,0.7615942,0.7615942,0.0,0.98201376,0.7310586,0.7310586,1.0,962.0,0.0,-580.0,102.0,394.0,-1.0,-79.0,293.0,0.0,103.0,0.0,233.0,-1.0,4.049164,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,57.295776,229.1831,22574.535,0.0,57.295776,0.0,814.0,25.0,1.0,713.0,1.0,0.0,2.0,3.0,2464.0,234.0,2.0,2464.0,357358.0,0.0,0.0,404.0,1926.0,0.0,72.0,0.0,2.0,814.0,1.0,232.0,808.0,0.115384616,2.2450495,0.002538071,0.23300971,0.024922118,2.0,0.0031152647,0.007614213,3.0257986,1.0
765,5.5333896,4.5217886,6.272877,1.0986123,0.0,0.0,0.0,0.7615942,0.0,0.95257413,0.7310586,0.5,0.9999938,962.0,-6.0,141.0,602.0,269.0,1.0,-591.0,530.0,0.0,603.0,-1.0,279.0,0.0,4.9218283,0.0,4.694936,0.0,0.0,0.017453292,0.0,171.88733,15412.563,57.295776,0.0,0.0,139.0,12.0,1.0,714.0,2.0,0.0,8.0,4.0,1155.0,281.0,0.0,1156.0,13988.0,0.0,0.0,0.0,1926.0,0.0,36.0,0.0,14.0,0.0,0.0,0.0,1192.0,0.14285715,0.087248325,0.003717472,0.019900497,0.012461059,2.0,0.0031152647,0.0111524165,8.309353,1.0
766,5.1474943,3.912023,6.272877,1.3862944,0.0,0.0,0.0,0.7615942,0.7615942,0.880797,0.7310586,0.5,1.0,962.0,-4.0,-633.0,602.0,274.0,-1.0,-573.0,530.0,1.0,603.0,0.0,180.0,1.0,4.049164,0.0,4.7822022,0.0,0.017453292,0.017453292,0.0,114.59155,15699.043,0.0,0.0,57.295776,815.0,30.0,1.0,714.0,2.0,1.0,6.0,5.0,3108.0,181.0,0.0,3109.0,248518.0,0.0,0.0,596.0,963.0,0.0,120.0,0.0,5.0,0.0,1.0,232.0,596.0,0.17127071,1.5218121,0.003649635,0.049751244,0.031152649,1.0,0.0041536866,0.01459854,3.8181818,0.0
767,5.1474943,5.7365723,6.272877,1.3862944,0.0,0.7615942,0.0,0.7615942,0.0,0.7310586,0.7310586,0.7310586,0.9999546,963.0,-1.0,-711.0,182.0,394.0,-1.0,-173.0,530.0,1.0,183.0,1.0,103.0,-1.0,4.9218283,0.017453292,6.8765974,0.0,0.017453292,0.017453292,57.295776,57.295776,22574.535,57.295776,0.0,0.0,814.0,10.0,2.0,180.0,0.0,0.0,3.0,5.0,2902.0,104.0,1.0,2902.0,357358.0,0.0,0.0,596.0,963.0,0.0,40.0,0.0,2.0,814.0,0.0,282.0,596.0,0.30097088,1.5218121,0.002538071,0.05464481,0.010384216,1.0,0.0041536866,0.010152284,3.563882,1.0
768,5.5333896,6.3062754,5.6801724,1.3862944,0.7615942,0.0,0.7615942,0.7615942,0.0,0.7310586,0.7310586,0.5,0.9999938,963.0,-4.0,-633.0,602.0,268.0,0.0,-591.0,292.0,-1.0,602.0,1.0,181.0,-1.0,5.794493,0.0,4.694936,0.017453292,0.017453292,0.017453292,57.295776,57.295776,15412.563,0.0,57.295776,0.0,814.0,13.0,0.0,179.0,1.0,1.0,6.0,4.0,3618.0,181.0,2.0,3618.0,243983.0,269.0,907.0,404.0,2889.0,179.0,48.0,3617.0,15.0,0.0,0.0,332.0,1212.0,0.15469614,2.2450495,0.003717472,0.019900497,0.012461059,3.0,0.0041536866,0.014869888,4.443489,1.0
769,5.5333896,6.3062754,5.6801724,1.3862944,0.0,0.7615942,0.7615942,0.7615942,0.0,0.880797,0.7310586,0.7310586,0.9999938,962.0,-6.0,-534.0,602.0,394.0,0.0,-591.0,292.0,-1.0,602.0,0.0,279.0,0.0,4.9218283,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,0.0,114.59155,22574.535,57.295776,57.295776,0.0,814.0,13.0,1.0,713.0,2.0,0.0,8.0,4.0,1655.0,281.0,1.0,1656.0,357358.0,0.0,0.0,404.0,1926.0,0.0,48.0,0.0,14.0,814.0,1.0,282.0,808.0,0.225,2.2450495,0.002538071,0.019900497,0.012461059,2.0,0.0041536866,0.010152284,2.0331695,1.0
770,5.5333896,5.7365723,6.272877,1.3862944,0.0,0.0,0.0,0.7615942,0.7615942,0.880797,0.7310586,0.5,1.0,963.0,-1.0,-711.0,182.0,274.0,0.0,-159.0,530.0,0.0,183.0,1.0,103.0,0.0,4.9218283,0.0,4.7822022,0.0,0.017453292,0.017453292,57.295776,114.59155,15699.043,57.295776,0.0,57.295776,815.0,24.0,1.0,180.0,0.0,1.0,3.0,5.0,2813.0,104.0,1.0,2813.0,248518.0,0.0,0.0,596.0,963.0,0.0,96.0,0.0,2.0,0.0,0.0,282.0,596.0,0.2524272,1.5218121,0.003649635,0.13114753,0.024922118,1.0,0.0041536866,0.01459854,3.4545455,1.0
771,5.826,5.7365723,5.6801724,0.6931472,0.0,0.0,0.7615942,0.7615942,0.7615942,0.95257413,0.7310586,0.5,1.0,962.0,-3.0,-764.0,602.0,274.0,-1.0,-567.0,293.0,0.0,603.0,0.0,49.0,1.0,2.687807,0.0,4.7822022,0.017453292,0.017453292,0.017453292,0.0,171.88733,15699.043,0.0,57.295776,57.295776,815.0,37.0,0.0,713.0,2.0,1.0,5.0,2.0,8065.0,50.0,1.0,8066.0,248518.0,0.0,0.0,404.0,1926.0,0.0,72.0,0.0,8.0,0.0,1.0,154.0,808.0,0.5,2.2450495,0.003649635,0.05970149,0.037383176,2.0,0.0020768433,0.00729927,9.907863,0.0
772,5.5333896,6.3062754,5.6801724,1.3862944,0.7615942,0.7615942,0.7615942,0.7615942,0.0,0.7310586,0.7310586,0.7310586,1.0,962.0,-1.0,-711.0,602.0,393.0,0.0,-582.0,292.0,-1.0,602.0,0.0,102.0,0.0,5.794493,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,0.0,57.295776,22574.535,0.0,57.295776,0.0,814.0,22.0,1.0,713.0,2.0,1.0,3.0,4.0,3275.0,103.0,1.0,3276.0,357358.0,394.0,907.0,404.0,963.0,713.0,84.0,3275.0,2.0,814.0,1.0,332.0,404.0,0.34951457,2.2450495,0.002538071,0.03482587,0.021806853,1.0,0.0041536866,0.010152284,4.0233417,1.0
773,5.5333896,6.3062754,5.6801724,1.3862944,0.0,0.7615942,0.7615942,0.7615942,0.0,0.98201376,0.7310586,0.7310586,1.0,962.0,-6.0,141.0,102.0,394.0,1.0,-79.0,292.0,-1.0,102.0,-1.0,279.0,-1.0,4.049164,0.017453292,6.8765974,0.017453292,0.017453292,0.017453292,57.295776,229.1831,22574.535,0.0,57.295776,0.0,139.0,25.0,1.0,713.0,1.0,0.0,8.0,4.0,2224.0,280.0,1.0,2224.0,357358.0,0.0,0.0,0.0,1926.0,0.0,96.0,0.0,14.0,139.0,1.0,232.0,1192.0,0.18571429,1.5218121,0.002538071,0.23300971,0.024922118,2.0,0.0041536866,0.010152284,15.9928055,1.0
